id_transaksi,tanggal,nama_pelanggan,produk,kategori_produk,jumlah,harga_satuan,total_harga,diskon_persen,biaya_pengiriman,total_akhir,metode_pembayaran,kota,rating_pelanggan,status_pengiriman,channel_penjualan
566,2025-10-01,Tia,"Speaker JBL",Elektronik,2,3197290,6394580,0,29988,6424570,"Kartu Kredit",Bandung,3.9,Selesai,"Mobile App"
567,2025-10-05,Vina,"iPhone 15",Elektronik,4,14810900,59243400,5,47745,56329000,COD,Tangerang,3.7,Dikirim,Website
568,2025-10-04,Miko,"Blender Philips",Elektronik,5,9204460,46022300,15,20804,39139700,"Kartu Kredit",Medan,3.6,Selesai,Website
569,2025-10-04,Rifki,"Serum Wajah",Kecantikan,3,164289,492867,0,11686,504553,COD,Bandung,4.9,Selesai,"Mobile App"
570,2025-10-22,Ridwan,"Laptop Asus",Elektronik,5,9894970,49474900,5,30784,47031900,COD,Bekasi,3.6,Pending,Website
571,2025-10-12,Desi,"Susu UHT 1L",Groceries,2,48248,96496,5,15606,107277,Debit,Jakarta,4.6,Selesai,"Mobile App"
572,2025-10-22,Fani,"Telur 1kg",Groceries,4,39044,156176,5,33103,181470,E-Wallet,Depok,3.7,Selesai,"Mobile App"
573,2025-10-27,Rara,"Telur 1kg",Groceries,2,169799,339598,5,11816,334434,"Kartu Kredit",Depok,4.9,Selesai,Website
574,2025-10-12,Putra,"Susu UHT 1L",Groceries,2,54627,109254,0,21135,130389,COD,Bali,4.3,Selesai,Marketplace
575,2025-10-02,Putra,"Kemeja Putih",Fashion,3,148108,444324,5,19556,441664,E-Wallet,Bandung,4.4,Selesai,"Mobile App"
576,2025-10-29,Desi,"Headset Sony",Elektronik,2,13013900,26027800,0,46907,26074700,Debit,Medan,4.8,Selesai,Marketplace
577,2025-10-13,Vina,"Speaker JBL",Elektronik,2,7218390,14436800,5,23192,13738100,Debit,Tangerang,4.3,Selesai,Marketplace
578,2025-10-19,Yusuf,"Tas Kulit",Fashion,5,61367,306835,10,39896,316048,E-Wallet,Surabaya,4,Selesai,"Mobile App"
579,2025-10-10,Rina,"Tas Kulit",Fashion,3,250089,750267,0,32278,782545,Debit,Bali,4.7,Selesai,Website
580,2025-10-05,Mega,"Pasta Gigi",Groceries,2,12414,24828,15,19045,40148.8,"Kartu Kredit",Depok,3.9,Dikirim,Marketplace
581,2025-10-11,Miko,"Kopi Bubuk 1kg",Groceries,5,291866,1459330,10,39165,1352560,Debit,Tangerang,4.3,Selesai,Website
582,2025-10-08,Rifki,"iPhone 15",Elektronik,3,8274340,24823000,10,41401,22382100,Debit,Bali,4.1,Selesai,"Mobile App"
583,2025-10-07,Ridwan,"Smartwatch Xiaomi",Elektronik,3,3031500,9094510,5,11664,8651440,COD,Medan,4.5,Selesai,"Mobile App"
584,2025-10-12,Agus,"Kopi Bubuk 1kg",Groceries,2,95490,190980,0,41649,232629,COD,Bandung,4.3,Selesai,"Mobile App"
585,2025-10-03,Dewanto,"Kipas Angin Miyako",Elektronik,5,2141160,10705800,0,24997,10730800,Debit,Tangerang,3.8,Selesai,"Mobile App"
586,2025-10-11,Gina,"Sweater Rajut",Fashion,3,266971,800913,10,35919,756741,E-Wallet,Tangerang,4.2,Selesai,"Mobile App"
587,2025-10-30,Bella,"Air Mineral 6L",Groceries,1,285047,285047,25,43613,257398,"Kartu Kredit",Bali,3.6,Selesai,Marketplace
588,2025-10-08,Gina,"Telur 1kg",Groceries,5,288933,1444660,5,32752,1405180,COD,Depok,4.5,Selesai,Marketplace
589,2025-10-22,Yusuf,"Parfum Dior",Kecantikan,5,235385,1176920,5,33385,1151460,"Kartu Kredit",Tangerang,3.8,Selesai,Website
590,2025-10-29,Rahmat,"Telur 1kg",Groceries,3,102273,306819,0,10555,317374,COD,Surabaya,3.6,Selesai,"Mobile App"
591,2025-10-29,Gina,"Tepung Terigu 1kg",Groceries,1,155436,155436,15,46281,178402,"Kartu Kredit",Bandung,4.1,Selesai,"Mobile App"
592,2025-10-14,Tia,"Topi Baseball",Fashion,1,116525,116525,10,18373,123246,E-Wallet,Jakarta,4.5,Dikirim,Website
593,2025-10-16,Rifki,"Kipas Angin Miyako",Elektronik,2,7007060,14014100,0,30073,14044200,E-Wallet,Medan,3.6,Dikirim,"Mobile App"
594,2025-10-02,Budi,"Kipas Angin Miyako",Elektronik,2,6319900,12639800,20,25943,10137800,Debit,Depok,3.9,Selesai,"Mobile App"
595,2025-10-25,Fani,"Kipas Angin Miyako",Elektronik,1,3592620,3592620,10,33558,3266920,"Kartu Kredit",Bekasi,4.3,Selesai,Website
596,2025-10-02,Putri,"iPhone 15",Elektronik,3,8775490,26326500,0,35156,26361600,"Kartu Kredit",Depok,3.8,Selesai,Website
597,2025-10-19,Nadia,"Parfum Dior",Kecantikan,4,292665,1170660,25,39202,917197,COD,Bali,3.8,Dikirim,"Mobile App"
598,2025-10-01,Mega,"Sendal Adidas",Fashion,4,113977,455908,10,21983,432300,"Kartu Kredit",Bali,4.3,Selesai,"Mobile App"
599,2025-10-04,Rahmat,"Telur 1kg",Groceries,3,95253,285759,5,12593,284064,COD,Depok,4.9,Dikirim,Marketplace
600,2025-10-25,Adit,"Topi Baseball",Fashion,4,291429,1165720,0,32417,1198130,COD,Tangerang,4,Dikirim,"Mobile App"
601,2025-10-19,Farah,"Smartwatch Xiaomi",Elektronik,1,8149370,8149370,0,28528,8177900,COD,Tangerang,3.9,Dikirim,"Mobile App"
602,2025-10-14,Rina,"Headset Sony",Elektronik,1,14777900,14777900,0,23354,14801300,E-Wallet,Bekasi,4.9,Dikirim,Website
603,2025-10-15,Maya,"Printer Canon",Elektronik,4,5017300,20069200,0,25885,20095100,Debit,Jakarta,4.3,Selesai,Website
604,2025-10-16,Eka,"Sepatu Nike Air",Fashion,3,23996,71988,15,17312,78501.8,COD,Jakarta,3.8,Selesai,"Mobile App"
605,2025-10-29,Fani,"iPhone 15",Elektronik,5,11172400,55861900,0,26206,55888100,COD,Depok,3.5,Selesai,Marketplace
606,2025-10-15,Agus,"Shampo Pantene",Kecantikan,2,246719,493438,0,45411,538849,"Kartu Kredit",Bandung,4.9,Selesai,Marketplace
607,2025-10-29,Eka,"iPhone 15",Elektronik,4,11062900,44251600,5,40966,42079900,E-Wallet,Bali,4.4,Selesai,Website
608,2025-10-18,Sari,"Tas Kulit",Fashion,5,202741,1013700,10,44367,956702,"Kartu Kredit",Bandung,4.3,Selesai,Website
609,2025-10-29,Putri,"Masker Naturgo",Kecantikan,2,143677,287354,10,34462,293081,COD,Bali,4.5,Selesai,"Mobile App"
610,2025-10-29,Dina,"Headset Sony",Elektronik,1,8729110,8729110,10,16842,7873040,COD,Jakarta,4.8,Selesai,"Mobile App"
611,2025-10-22,Tono,"Parfum Dior",Kecantikan,4,262974,1051900,0,24534,1076430,COD,Tangerang,4.9,Selesai,Website
612,2025-10-19,Rizky,"Kaos Polos",Fashion,4,127134,508536,0,35598,544134,COD,Bali,4.4,Selesai,"Mobile App"
613,2025-10-05,Tia,"Blender Philips",Elektronik,4,10618600,42474500,5,26520,40377300,Debit,Bandung,4,Selesai,"Mobile App"
614,2025-10-08,Sari,"Jaket Hoodie",Fashion,1,30831,30831,0,45068,75899,"Kartu Kredit",Surabaya,3.6,Selesai,Website
615,2025-10-26,Bayu,"Sepatu Nike Air",Fashion,4,99643,398572,0,10985,409557,"Kartu Kredit",Bekasi,3.5,Dibatalkan,Marketplace
616,2025-10-14,Fajar,"Kamera Canon EOS",Elektronik,1,5159540,5159540,0,24658,5184200,COD,Tangerang,3.5,Selesai,"Mobile App"
617,2025-10-31,Miko,"Tas Kulit",Fashion,2,114962,229924,0,27701,257625,COD,Depok,4.2,Selesai,Marketplace
618,2025-10-26,Gina,"TV Samsung 43 Inch",Elektronik,2,3979270,7958550,15,16762,6781530,Debit,Depok,4.3,Selesai,"Mobile App"
619,2025-10-29,Putri,"Beras 5kg",Groceries,5,57775,288875,5,44533,318964,"Kartu Kredit",Surabaya,4.5,Selesai,Website
620,2025-10-12,Gina,"Sabun Muka Garnier",Kecantikan,3,201566,604698,20,39528,523286,"Kartu Kredit",Bandung,4.8,Selesai,Website
621,2025-10-22,Ahmad,"Kopi Bubuk 1kg",Groceries,2,211178,422356,0,41038,463394,E-Wallet,Bali,3.8,Selesai,Marketplace
622,2025-10-08,Siti,"Shampo Pantene",Kecantikan,1,287790,287790,15,31767,276388,Debit,Medan,4.4,Dikirim,Website
623,2025-10-08,Miko,"Jaket Hoodie",Fashion,4,160761,643044,5,11225,622117,Debit,Jakarta,3.6,Selesai,Website
624,2025-10-01,Nando,"Sendal Adidas",Fashion,4,102970,411880,15,41884,391982,COD,Bali,3.8,Dikirim,"Mobile App"
625,2025-10-19,Rifki,"Lotion Vaseline",Kecantikan,5,69617,348085,0,14562,362647,Debit,Surabaya,3.8,Selesai,"Mobile App"
626,2025-10-22,Rian,"Kipas Angin Miyako",Elektronik,2,9759710,19519400,15,38356,16629900,E-Wallet,Bekasi,3.5,Selesai,"Mobile App"
627,2025-10-01,Putri,"Kopi Bubuk 1kg",Groceries,5,215897,1079480,5,49020,1074530,E-Wallet,Bandung,4,Selesai,Website
628,2025-10-03,Mega,"Kaos Polos",Fashion,2,160276,320552,0,32154,352706,COD,Tangerang,5,Selesai,Marketplace
629,2025-10-15,Asep,"Headset Sony",Elektronik,3,12097800,36293400,0,22522,36315900,E-Wallet,Tangerang,4.1,Selesai,"Mobile App"
630,2025-10-15,Rifki,"Parfum Dior",Kecantikan,4,174790,699160,5,25873,690075,Debit,Tangerang,3.8,Dibatalkan,Website
631,2025-10-22,Putri,"Bedak Maybelline",Kecantikan,1,299725,299725,0,30832,330557,COD,Tangerang,4.3,Selesai,"Mobile App"
632,2025-10-21,Citra,"Parfum Dior",Kecantikan,5,73021,365105,10,12344,340938,COD,Depok,4,Selesai,"Mobile App"
633,2025-10-15,Miko,"Laptop Asus",Elektronik,5,13512600,67562800,0,21197,67584000,"Kartu Kredit",Bandung,3.5,Selesai,"Mobile App"
634,2025-10-24,Dina,"Parfum Dior",Kecantikan,3,76618,229854,0,13931,243785,E-Wallet,Bali,3.8,Dibatalkan,Website
635,2025-10-02,Lina,"TV Samsung 43 Inch",Elektronik,5,7280200,36401000,25,49861,27350600,COD,Bali,4.6,Selesai,Website
636,2025-10-03,Edo,"Printer Canon",Elektronik,5,13747800,68739200,5,11292,65313500,COD,Bali,4.8,Dikirim,Website
637,2025-10-19,Anita,"Hair Dryer Philips",Kecantikan,2,16906,33812,0,27848,61660,E-Wallet,Bandung,4.4,Selesai,Website
638,2025-10-02,Dina,"Telur 1kg",Groceries,3,146762,440286,10,33458,429715,E-Wallet,Bekasi,4.5,Selesai,Website
639,2025-10-01,Dina,"Kemeja Putih",Fashion,2,82832,165664,0,31385,197049,COD,Medan,5,Dikirim,Marketplace
640,2025-10-06,Maya,"Topi Baseball",Fashion,4,116385,465540,10,16329,435315,E-Wallet,Jakarta,4.7,Selesai,Website
641,2025-10-12,Rina,"Headset Sony",Elektronik,1,14305100,14305100,15,13647,12173000,E-Wallet,Surabaya,4.5,Selesai,Website
642,2025-10-26,Tono,"Parfum Dior",Kecantikan,3,200140,600420,0,18729,619149,COD,Tangerang,3.6,Dikirim,Website
643,2025-10-22,Rizky,"Serum Wajah",Kecantikan,5,133430,667150,0,14023,681173,"Kartu Kredit",Surabaya,3.7,Selesai,Website
644,2025-10-29,Hendra,"Pasta Gigi",Groceries,5,87810,439050,0,20139,459189,E-Wallet,Bekasi,4.5,Dibatalkan,"Mobile App"
645,2025-10-06,Nando,"Eyeliner Revlon",Kecantikan,3,91766,275298,10,31534,279302,COD,Medan,4.5,Dikirim,"Mobile App"
646,2025-10-12,Andi,"Sabun Muka Garnier",Kecantikan,3,278827,836481,10,26828,779661,COD,Medan,4,Dikirim,"Mobile App"
647,2025-10-14,Fani,"Parfum Dior",Kecantikan,5,44337,221685,0,48078,269763,Debit,Bekasi,3.9,Dibatalkan,"Mobile App"
648,2025-10-25,Wulan,"Bedak Maybelline",Kecantikan,5,256880,1284400,0,23444,1307840,E-Wallet,Bekasi,3.9,Selesai,Website
649,2025-10-26,Edo,"Gula Pasir 1kg",Groceries,2,91600,183200,0,18905,202105,COD,Medan,4.1,Dikirim,"Mobile App"
650,2025-10-11,Adit,"iPhone 15",Elektronik,3,10690200,32070700,5,13121,30480300,COD,Surabaya,3.8,Dikirim,Website
651,2025-10-05,Gina,"Masker Naturgo",Kecantikan,4,53803,215212,10,40225,233916,E-Wallet,Surabaya,4.9,Selesai,"Mobile App"
652,2025-10-05,Gina,"Tepung Terigu 1kg",Groceries,5,276761,1383800,5,18038,1332650,COD,Tangerang,3.6,Selesai,Website
653,2025-10-27,Citra,"Kipas Angin Miyako",Elektronik,5,13835600,69178200,0,22814,69201000,"Kartu Kredit",Bandung,3.5,Selesai,Marketplace
654,2025-10-23,Rifki,"Pasta Gigi",Groceries,4,142095,568380,15,16521,499644,E-Wallet,Surabaya,4,Selesai,"Mobile App"
655,2025-10-15,Andi,"Kemeja Putih",Fashion,2,291135,582270,15,36193,531122,Debit,Tangerang,4.4,Selesai,Marketplace
656,2025-10-10,Wulan,"iPhone 15",Elektronik,1,2327680,2327680,5,28396,2239690,E-Wallet,Tangerang,4.6,Dibatalkan,Website
657,2025-10-13,Agus,"Kipas Angin Miyako",Elektronik,2,12547500,25094900,0,21300,25116200,Debit,Bandung,4.9,Selesai,Website
658,2025-10-15,Maya,"iPhone 15",Elektronik,5,5180360,25901800,5,24629,24631300,E-Wallet,Medan,4.6,Selesai,Marketplace
659,2025-10-05,Miko,"Air Mineral 6L",Groceries,5,277009,1385040,5,27712,1343500,Debit,Bandung,4.3,Dikirim,"Mobile App"
660,2025-10-21,Tari,"Masker Naturgo",Kecantikan,4,184662,738648,5,16848,718564,"Kartu Kredit",Jakarta,3.8,Selesai,"Mobile App"
661,2025-10-09,Rizky,"Celana Jeans",Fashion,4,251058,1004230,0,27440,1031670,Debit,Bali,4.4,Dikirim,Marketplace
662,2025-10-05,Farah,"Kemeja Putih",Fashion,1,54300,54300,5,29187,80772,E-Wallet,Tangerang,4.2,Dikirim,"Mobile App"
663,2025-10-25,Siti,"Air Mineral 6L",Groceries,2,138710,277420,10,43426,293104,E-Wallet,Bekasi,3.9,Dikirim,"Mobile App"
664,2025-10-25,Fauzan,"Tas Kulit",Fashion,4,114827,459308,0,34845,494153,"Kartu Kredit",Surabaya,3.7,Dikirim,Marketplace
665,2025-10-08,Budi,"Lipstik Wardah",Kecantikan,3,162896,488688,0,21536,510224,E-Wallet,Bandung,4.3,Selesai,Website
666,2025-10-26,Agus,"Kamera Canon EOS",Elektronik,2,14595000,29190000,5,23383,27753900,"Kartu Kredit",Bandung,4.6,Selesai,"Mobile App"
667,2025-10-21,Rara,"TV Samsung 43 Inch",Elektronik,5,13166200,65830800,0,14903,65845700,E-Wallet,Bekasi,4,Dibatalkan,Website
668,2025-10-29,Nina,"Bedak Maybelline",Kecantikan,1,199002,199002,15,34899,204051,COD,Surabaya,4,Selesai,"Mobile App"
669,2025-10-25,Edo,"Headset Sony",Elektronik,1,7104080,7104080,10,10995,6404670,Debit,Medan,4.3,Selesai,Marketplace
670,2025-10-29,Budi,"Tepung Terigu 1kg",Groceries,3,79812,239436,15,45394,248915,Debit,Bekasi,3.9,Selesai,"Mobile App"
671,2025-10-23,Sari,"Tepung Terigu 1kg",Groceries,5,40182,200910,0,22507,223417,COD,Jakarta,3.6,Dibatalkan,"Mobile App"
672,2025-10-30,Asep,"Sabun Cuci",Groceries,4,179859,719436,5,11060,694524,"Kartu Kredit",Tangerang,4.7,Selesai,"Mobile App"
673,2025-10-26,Bayu,"Blender Philips",Elektronik,3,9153360,27460100,10,21238,24735300,Debit,Depok,4.8,Selesai,Marketplace
674,2025-10-06,Putri,"Air Mineral 6L",Groceries,5,43640,218200,5,40179,247469,"Kartu Kredit",Surabaya,4.9,Selesai,"Mobile App"
675,2025-10-09,Fajar,"Smartwatch Xiaomi",Elektronik,5,13322200,66611100,0,16391,66627500,Debit,Jakarta,3.7,Selesai,"Mobile App"
676,2025-10-12,Farah,"Laptop Asus",Elektronik,4,2919150,11676600,15,27485,9952580,COD,Surabaya,3.7,Selesai,"Mobile App"
677,2025-10-01,Nando,"Jam Tangan Casio",Fashion,4,85196,340784,20,38583,311210,COD,Bekasi,4,Selesai,Website
678,2025-10-21,Vina,"Celana Jeans",Fashion,4,176370,705480,15,37073,636731,Debit,Bekasi,4,Dikirim,"Mobile App"
679,2025-10-03,Nina,"Laptop Asus",Elektronik,4,1936930,7747740,0,38885,7786620,Debit,Bali,4,Dikirim,Marketplace
680,2025-10-18,Rahmat,"Printer Canon",Elektronik,2,10247500,20495000,0,15594,20510600,E-Wallet,Medan,3.9,Selesai,"Mobile App"
681,2025-10-01,Vina,"Susu UHT 1L",Groceries,2,24326,48652,0,31161,79813,E-Wallet,Surabaya,4.1,Selesai,Website
682,2025-10-23,Edo,"iPhone 15",Elektronik,5,6872160,34360800,10,35497,30960200,COD,Depok,4,Dikirim,"Mobile App"
683,2025-10-24,Rahmat,"Hair Dryer Philips",Kecantikan,4,229506,918024,15,47785,828105,"Kartu Kredit",Jakarta,3.9,Dibatalkan,Website
684,2025-10-22,Putra,"iPhone 15",Elektronik,4,8459090,33836400,0,40937,33877300,Debit,Jakarta,4.6,Selesai,Website
685,2025-10-31,Maya,"Sepatu Nike Air",Fashion,5,112562,562810,5,39024,573694,E-Wallet,Medan,4.9,Selesai,"Mobile App"
686,2025-10-24,Rian,"Sabun Cuci",Groceries,4,63893,255572,0,41031,296603,Debit,Medan,4,Dikirim,Marketplace
687,2025-10-10,Rian,"Air Mineral 6L",Groceries,3,242221,726663,20,43388,624718,Debit,Tangerang,4.3,Selesai,Website
688,2025-10-06,Hendra,"Lotion Vaseline",Kecantikan,2,74174,148348,5,20397,161328,"Kartu Kredit",Bandung,4.5,Selesai,Marketplace
689,2025-10-11,Budi,"Jam Tangan Casio",Fashion,3,88918,266754,0,30218,296972,E-Wallet,Bali,3.6,Dikirim,Marketplace
690,2025-10-12,Lina,"Bedak Maybelline",Kecantikan,4,111568,446272,0,46093,492365,Debit,Bekasi,4.3,Pending,"Mobile App"
691,2025-10-28,Hendra,"Jaket Hoodie",Fashion,2,135997,271994,0,15639,287633,Debit,Bandung,4.5,Selesai,Marketplace
692,2025-10-07,Tia,"Sweater Rajut",Fashion,1,68045,68045,5,14933,79575.8,E-Wallet,Bekasi,4.5,Dikirim,Website
693,2025-10-19,Rian,"Sendal Adidas",Fashion,3,167084,501252,0,36418,537670,COD,Bali,4.1,Selesai,Website
694,2025-10-09,Ahmad,"Blender Philips",Elektronik,4,604936,2419740,0,42526,2462270,E-Wallet,Tangerang,3.8,Selesai,Website
695,2025-10-06,Tari,"TV Samsung 43 Inch",Elektronik,4,6270790,25083200,0,31648,25114800,Debit,Bekasi,3.9,Dikirim,"Mobile App"
696,2025-10-27,Ridwan,"Minyak Goreng 2L",Groceries,2,58298,116596,5,38312,149078,Debit,Bali,3.7,Selesai,Website
697,2025-10-25,Nadia,"Sweater Rajut",Fashion,1,140289,140289,0,34874,175163,E-Wallet,Surabaya,4.8,Selesai,"Mobile App"
698,2025-10-07,Yusuf,"Kopi Bubuk 1kg",Groceries,3,136739,410217,0,35838,446055,E-Wallet,Tangerang,4.7,Pending,"Mobile App"
699,2025-10-23,Tia,"Lotion Vaseline",Kecantikan,4,119730,478920,15,30168,437250,Debit,Bandung,4.9,Selesai,"Mobile App"
700,2025-10-20,Asep,"Jam Tangan Casio",Fashion,3,281961,845883,0,43383,889266,E-Wallet,Bali,3.9,Selesai,Marketplace
701,2025-10-11,Tono,"Pasta Gigi",Groceries,3,260214,780642,5,36064,777674,"Kartu Kredit",Bekasi,3.8,Selesai,"Mobile App"
702,2025-10-16,Budi,"TV Samsung 43 Inch",Elektronik,3,11637500,34912600,10,22791,31444100,E-Wallet,Depok,4,Dikirim,"Mobile App"
703,2025-10-12,Hendra,"Blender Philips",Elektronik,5,8221240,41106200,0,11451,41117700,Debit,Bali,3.6,Selesai,"Mobile App"
704,2025-10-15,Putri,"Minyak Goreng 2L",Groceries,5,26358,131790,0,44831,176621,Debit,Bali,4,Dikirim,"Mobile App"
705,2025-10-31,Ridwan,"Shampo Pantene",Kecantikan,4,95547,382188,0,21875,404063,E-Wallet,Surabaya,5,Selesai,"Mobile App"
706,2025-10-12,Adit,"Speaker JBL",Elektronik,3,2235620,6706850,0,23399,6730250,COD,Jakarta,4.5,Selesai,"Mobile App"
707,2025-10-28,Putri,"Kipas Angin Miyako",Elektronik,5,11365800,56828900,0,16537,56845500,Debit,Jakarta,3.7,Selesai,Marketplace
708,2025-10-13,Dina,"Lotion Vaseline",Kecantikan,5,251140,1255700,5,17195,1210110,E-Wallet,Bekasi,3.9,Pending,Website
709,2025-10-27,Yusuf,"Telur 1kg",Groceries,4,172233,688932,5,37882,692367,COD,Surabaya,4.9,Dikirim,Website
710,2025-10-19,Citra,"Tas Kulit",Fashion,1,136920,136920,10,19147,142375,Debit,Bandung,4.4,Selesai,Website
711,2025-10-22,Dewanto,"TV Samsung 43 Inch",Elektronik,5,9325350,46626700,0,45178,46671900,E-Wallet,Depok,4.9,Selesai,"Mobile App"
712,2025-10-04,Nina,"iPhone 15",Elektronik,1,5584820,5584820,5,10698,5316280,COD,Bali,4.3,Dikirim,"Mobile App"
713,2025-10-11,Andi,"Kemeja Putih",Fashion,4,215313,861252,5,21872,840061,COD,Surabaya,4.9,Selesai,Website
714,2025-10-19,Bayu,"iPhone 15",Elektronik,3,5243080,15729300,0,26933,15756200,E-Wallet,Medan,3.6,Dibatalkan,"Mobile App"
715,2025-10-03,Nadia,"Serum Wajah",Kecantikan,1,42950,42950,0,47790,90740,COD,Bandung,4.9,Selesai,"Mobile App"
716,2025-10-14,Ridwan,"Air Mineral 6L",Groceries,4,148391,593564,10,10519,544727,COD,Surabaya,4.8,Dikirim,Website
717,2025-10-15,Citra,"Blender Philips",Elektronik,5,12614100,63070700,5,33380,59950600,"Kartu Kredit",Surabaya,4.4,Selesai,"Mobile App"
718,2025-10-14,Fani,"Eyeliner Revlon",Kecantikan,3,253545,760635,15,49716,696256,Debit,Tangerang,3.9,Dikirim,"Mobile App"
719,2025-10-14,Lusi,"Kemeja Putih",Fashion,1,161012,161012,15,26616,163476,E-Wallet,Depok,3.9,Selesai,Marketplace
720,2025-10-08,Andi,"Kemeja Putih",Fashion,1,59570,59570,0,27540,87110,E-Wallet,Surabaya,4.4,Selesai,Marketplace
721,2025-10-13,Dewanto,"Kipas Angin Miyako",Elektronik,4,6906720,27626900,0,37387,27664300,"Kartu Kredit",Jakarta,3.9,Dikirim,Website
722,2025-10-22,Tari,"Air Mineral 6L",Groceries,2,215188,430376,0,21319,451695,Debit,Bandung,4.5,Selesai,"Mobile App"
723,2025-10-09,Wulan,"Sendal Adidas",Fashion,5,146896,734480,10,30318,691350,E-Wallet,Jakarta,3.9,Selesai,Marketplace
724,2025-10-13,Farah,"Parfum Dior",Kecantikan,3,157472,472416,5,30703,479498,COD,Medan,3.8,Selesai,Website
725,2025-10-27,Ridwan,"Blender Philips",Elektronik,4,812246,3248980,5,40507,3127040,COD,Jakarta,3.5,Selesai,Marketplace
726,2025-10-19,Bayu,"Printer Canon",Elektronik,2,6998740,13997500,0,10068,14007600,E-Wallet,Bekasi,5,Selesai,Website
727,2025-10-28,Fajar,"Kamera Canon EOS",Elektronik,4,6280510,25122100,5,36574,23902500,E-Wallet,Surabaya,3.6,Selesai,"Mobile App"
728,2025-10-05,Siti,"iPhone 15",Elektronik,5,8899370,44496900,20,15780,35613300,COD,Depok,3.8,Selesai,"Mobile App"
729,2025-10-06,Nando,"Gula Pasir 1kg",Groceries,1,202849,202849,5,25004,217711,COD,Medan,4.5,Selesai,Marketplace
730,2025-10-20,Dewi,"Sweater Rajut",Fashion,4,275290,1101160,20,11007,891935,"Kartu Kredit",Surabaya,3.5,Dibatalkan,"Mobile App"
731,2025-10-20,Dewanto,"Jam Tangan Casio",Fashion,3,181440,544320,0,11290,555610,Debit,Bekasi,4,Selesai,"Mobile App"
732,2025-10-04,Budi,"Susu UHT 1L",Groceries,4,229313,917252,20,25260,759062,E-Wallet,Tangerang,4.8,Selesai,"Mobile App"
733,2025-10-27,Mega,"Pasta Gigi",Groceries,1,50823,50823,10,26184,71924.7,COD,Bali,4.1,Pending,Website
734,2025-10-16,Dewi,"Smartwatch Xiaomi",Elektronik,4,13553500,54214100,0,24715,54238800,"Kartu Kredit",Depok,4.8,Dikirim,"Mobile App"
735,2025-10-06,Andi,"Kopi Bubuk 1kg",Groceries,5,45772,228860,0,15106,243966,"Kartu Kredit",Bali,4.9,Selesai,"Mobile App"
736,2025-10-07,Nadia,"Blender Philips",Elektronik,3,14433600,43300800,10,31946,39002700,COD,Bali,4.9,Selesai,"Mobile App"
737,2025-10-07,Dina,"Topi Baseball",Fashion,5,93475,467375,0,48620,515995,Debit,Bekasi,3.8,Selesai,"Mobile App"
738,2025-10-08,Edo,"Lotion Vaseline",Kecantikan,4,198925,795700,0,49644,845344,E-Wallet,Depok,4.5,Dikirim,"Mobile App"
739,2025-10-19,Ridwan,"Masker Naturgo",Kecantikan,3,73704,221112,0,20741,241853,"Kartu Kredit",Surabaya,3.5,Selesai,"Mobile App"
740,2025-10-29,Maya,"Pasta Gigi",Groceries,1,64815,64815,0,37255,102070,"Kartu Kredit",Depok,4.2,Selesai,Marketplace
741,2025-10-24,Maya,"Sabun Muka Garnier",Kecantikan,5,179306,896530,15,43914,805964,COD,Jakarta,5,Selesai,Website
742,2025-10-05,Ahmad,"Kipas Angin Miyako",Elektronik,3,11026800,33080400,0,21130,33101600,"Kartu Kredit",Depok,4.8,Selesai,"Mobile App"
743,2025-10-06,Putra,"Sweater Rajut",Fashion,5,117173,585865,0,22728,608593,COD,Tangerang,4.7,Selesai,"Mobile App"
744,2025-10-03,Yusuf,"Kaos Polos",Fashion,2,190115,380230,0,20487,400717,E-Wallet,Jakarta,4.3,Selesai,"Mobile App"
745,2025-10-04,Tari,"Minyak Goreng 2L",Groceries,5,260904,1304520,0,41713,1346230,E-Wallet,Bandung,4.9,Selesai,Website
746,2025-10-19,Lusi,"Printer Canon",Elektronik,5,9074950,45374700,0,29777,45404500,COD,Bekasi,3.9,Selesai,"Mobile App"
747,2025-10-02,Fajar,"Kipas Angin Miyako",Elektronik,4,12461900,49847500,25,34285,37419900,"Kartu Kredit",Bekasi,3.8,Dikirim,Website
748,2025-10-20,Bella,"Jam Tangan Casio",Fashion,3,26377,79131,5,48183,123357,E-Wallet,Tangerang,5,Dikirim,Website
749,2025-10-15,Miko,"Sabun Cuci",Groceries,3,77935,233805,5,45577,267692,COD,Jakarta,4.9,Pending,"Mobile App"
750,2025-10-14,Wulan,"Minyak Goreng 2L",Groceries,2,45834,91668,10,19021,101522,Debit,Jakarta,4.6,Selesai,"Mobile App"
751,2025-10-03,Nina,"Sepatu Nike Air",Fashion,1,230949,230949,5,15064,234466,E-Wallet,Bali,4.9,Selesai,Website
752,2025-10-23,Desi,"Shampo Pantene",Kecantikan,4,117267,469068,25,38044,389845,Debit,Jakarta,3.6,Selesai,Marketplace
753,2025-10-11,Tari,"Eyeliner Revlon",Kecantikan,3,247624,742872,15,11825,643266,Debit,Depok,3.7,Selesai,Marketplace
754,2025-10-06,Nadia,"Kipas Angin Miyako",Elektronik,5,7924430,39622200,0,16740,39638900,"Kartu Kredit",Jakarta,4.4,Selesai,Marketplace
755,2025-10-13,Budi,"Eyeliner Revlon",Kecantikan,3,122098,366294,10,42114,371779,COD,Medan,4.6,Selesai,Website
